Application_ID,Customer_ID,Application_Date,Applicant_Age,Employment,Annual_Income_INR,Loan_Amount_INR,Credit_Score,Previous_Loans,Existing_Debt_INR,Loan_Term_Months,Debt_to_Income_Ratio,Interest_Rate_Pct,Loan_Purpose,Education,Branch,Approval_Status,Default_Status,Risk_Category
LOAN20840,CUST10840,10-09-2025,36,Contract,292900,50000,572,1,174800,84,0.623,13.99,Business,Diploma,Kochi,Rejected,Not Applicable,High Risk
LOAN20841,CUST10841,26-03-2025,38,Salaried,1112100,276000,683,2,211900,36,0.281,10.23,Business,Postgraduate,Mumbai,Approved,No Default,Medium Risk
LOAN20842,CUST10842,01-11-2023,45,Business Owner,1094600,434000,764,1,419200,36,0.528,9.59,Personal,Graduate,Kochi,Rejected,Not Applicable,Medium Risk
LOAN20843,CUST10843,11-12-2023,27,Salaried,458400,50000,581,3,127000,36,0.316,11.35,Home,Postgraduate,Coimbatore,Rejected,Not Applicable,High Risk
LOAN20844,CUST10844,03-10-2024,42,Contract,351800,201000,595,1,56000,36,0.372,11.41,Business,Graduate,Bengaluru,Rejected,Not Applicable,High Risk
LOAN20845,CUST10845,29-12-2024,40,Business Owner,902800,206000,736,1,372000,36,0.491,10.98,Medical,Graduate,Kolkata,Approved,No Default,Medium Risk
LOAN20846,CUST10846,14-01-2023,43,Self-Employed,809300,399000,654,0,194900,60,0.349,12.07,Personal,Postgraduate,Chennai Central,Rejected,Not Applicable,Medium Risk
LOAN20847,CUST10847,25-12-2023,41,Business Owner,860800,191000,686,2,64700,48,0.137,9.15,Personal,Graduate,Ahmedabad,Approved,No Default,Medium Risk
LOAN20848,CUST10848,12-01-2024,63,Salaried,658400,302000,726,3,400400,72,0.693,10.81,Vehicle,Graduate,Hyderabad,Rejected,Not Applicable,High Risk
LOAN20849,CUST10849,31-08-2023,32,Salaried,1282200,318000,768,0,570200,12,0.704,10.68,Vehicle,Graduate,Delhi,Rejected,Not Applicable,High Risk
LOAN20850,CUST10850,19-09-2025,33,Business Owner,1309600,571000,757,0,753800,60,0.668,10.22,Personal,Postgraduate,Mumbai,Rejected,Not Applicable,High Risk
LOAN20851,CUST10851,25-05-2023,32,Salaried,621300,162000,663,2,291000,60,0.523,11.39,Business,Graduate,Bengaluru,Approved,No Default,Medium Risk
LOAN20852,CUST10852,09-06-2025,32,Salaried,890900,507000,728,1,240700,60,0.394,9.52,Personal,Postgraduate,Hyderabad,Rejected,Not Applicable,Medium Risk
LOAN20853,CUST10853,19-02-2024,32,Self-Employed,394800,160000,643,2,169300,72,0.503,10.79,Business,Graduate,Bengaluru,Approved,No Default,High Risk
LOAN20854,CUST10854,29-01-2024,50,Business Owner,947800,161000,733,0,448600,60,0.509,9.64,Home,Graduate,Bengaluru,Approved,No Default,Medium Risk
LOAN20855,CUST10855,17-04-2025,52,Salaried,1351300,503000,724,2,850900,72,0.697,10.75,Education,Graduate,Bengaluru,Approved,No Default,High Risk
LOAN20856,CUST10856,06-09-2024,32,Salaried,510700,50000,661,2,141200,36,0.312,8.43,Vehicle,Postgraduate,Delhi,Approved,No Default,Medium Risk
LOAN20857,CUST10857,29-12-2024,30,Business Owner,521300,157000,612,0,310200,60,0.659,12.79,Home,Graduate,Kochi,Rejected,Not Applicable,High Risk
LOAN20858,CUST10858,24-12-2023,43,Business Owner,572600,150000,670,0,378700,12,0.951,14.7,Personal,High School,Delhi,Rejected,Not Applicable,High Risk
LOAN20859,CUST10859,21-07-2025,32,Salaried,336100,138000,609,1,167200,12,0.949,13.59,Education,High School,Ahmedabad,Rejected,Not Applicable,High Risk
LOAN20860,CUST10860,29-07-2024,44,Salaried,389000,194000,598,1,190800,36,0.663,13.01,Business,Diploma,Pune,Rejected,Not Applicable,High Risk
LOAN20861,CUST10861,07-06-2023,40,Salaried,474600,91000,681,1,169700,24,0.462,10.02,Business,High School,Pune,Approved,No Default,Medium Risk
LOAN20862,CUST10862,04-11-2024,23,Salaried,288800,165000,661,0,183000,36,0.834,11.66,Vehicle,Graduate,Pune,Rejected,Not Applicable,High Risk
LOAN20863,CUST10863,18-01-2023,53,Salaried,571300,50000,719,2,268200,36,0.501,9.91,Home,Postgraduate,Mumbai,Rejected,Not Applicable,Medium Risk
LOAN20864,CUST10864,28-12-2024,56,Business Owner,1207400,578000,709,0,97800,12,0.615,11.3,Personal,Postgraduate,Pune,Rejected,Not Applicable,High Risk
LOAN20865,CUST10865,10-04-2025,32,Self-Employed,419100,175000,674,2,240400,72,0.651,11.38,Medical,Postgraduate,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20866,CUST10866,14-07-2024,34,Self-Employed,1343700,485000,771,1,463500,12,0.73,9.84,Personal,Diploma,Ahmedabad,Approved,No Default,High Risk
LOAN20867,CUST10867,21-07-2024,41,Salaried,724500,300000,716,0,221500,60,0.393,10.18,Home,Postgraduate,Kochi,Rejected,Not Applicable,Medium Risk
LOAN20868,CUST10868,13-12-2023,41,Contract,726200,185000,621,2,315000,24,0.568,12.35,Home,High School,Bengaluru,Rejected,Not Applicable,High Risk
LOAN20869,CUST10869,27-02-2023,45,Salaried,413500,67600,669,2,54900,72,0.161,9.93,Vehicle,Graduate,Coimbatore,Approved,No Default,Medium Risk
LOAN20870,CUST10870,04-06-2023,58,Unemployed,309300,50000,611,0,93000,72,0.329,12.37,Home,Diploma,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20871,CUST10871,20-07-2024,36,Self-Employed,383700,91000,649,1,187400,60,0.54,12.43,Business,Postgraduate,Bengaluru,Approved,No Default,High Risk
LOAN20872,CUST10872,01-05-2024,30,Salaried,869300,398000,590,1,58300,60,0.161,12.32,Business,Postgraduate,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20873,CUST10873,02-05-2025,24,Self-Employed,703700,361000,688,1,155100,12,0.764,10.8,Education,Graduate,Kochi,Approved,No Default,High Risk
LOAN20874,CUST10874,14-06-2024,31,Salaried,739500,239000,814,0,47800,84,0.113,7.59,Vehicle,Diploma,Coimbatore,Approved,No Default,Low Risk
LOAN20875,CUST10875,01-05-2024,38,Business Owner,445300,172000,639,4,107700,72,0.314,12.17,Education,Diploma,Kochi,Approved,No Default,High Risk
LOAN20876,CUST10876,31-05-2023,56,Salaried,369000,50000,617,2,139700,72,0.403,10.3,Business,Graduate,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20877,CUST10877,25-12-2023,33,Salaried,755200,279000,715,0,415300,60,0.628,10.73,Vehicle,Postgraduate,Delhi,Rejected,Not Applicable,High Risk
LOAN20878,CUST10878,03-01-2024,40,Contract,280900,50000,641,1,210500,36,0.811,12.37,Personal,Graduate,Coimbatore,Approved,Default,High Risk
LOAN20879,CUST10879,11-09-2024,38,Salaried,708200,254000,755,0,268300,72,0.443,9.26,Vehicle,High School,Bengaluru,Approved,No Default,Medium Risk
LOAN20880,CUST10880,16-02-2023,50,Contract,229700,94000,549,0,86300,36,0.519,14.21,Personal,Graduate,Pune,Rejected,Not Applicable,High Risk
LOAN20881,CUST10881,26-07-2023,63,Salaried,851900,179000,744,2,522100,60,0.658,9.22,Vehicle,Graduate,Chennai Central,Approved,No Default,High Risk
LOAN20882,CUST10882,24-05-2025,33,Self-Employed,358600,194000,678,0,184600,24,0.814,12.35,Vehicle,Graduate,Bengaluru,Rejected,Not Applicable,High Risk
LOAN20883,CUST10883,25-03-2024,33,Business Owner,1020700,199000,707,3,392900,72,0.42,9.6,Personal,Postgraduate,Mumbai,Approved,No Default,Medium Risk
LOAN20884,CUST10884,27-04-2024,48,Self-Employed,875000,276000,714,1,374300,24,0.599,11.59,Personal,Graduate,Pune,Approved,No Default,Medium Risk
LOAN20885,CUST10885,04-08-2025,45,Salaried,405800,198000,717,0,270000,36,0.841,11.89,Education,Postgraduate,Bengaluru,Rejected,Not Applicable,High Risk
LOAN20886,CUST10886,01-05-2025,56,Salaried,749700,139000,742,2,338500,60,0.493,9.59,Home,High School,Bengaluru,Approved,No Default,Medium Risk
LOAN20887,CUST10887,12-07-2025,44,Salaried,642500,283000,620,0,154600,60,0.339,10.72,Vehicle,Diploma,Bengaluru,Approved,No Default,High Risk
LOAN20888,CUST10888,01-10-2024,34,Salaried,437800,157000,709,1,234000,60,0.612,12.91,Vehicle,Graduate,Bengaluru,Rejected,Not Applicable,High Risk
LOAN20889,CUST10889,27-11-2024,44,Self-Employed,399300,131000,646,2,0,36,0.116,10.16,Personal,High School,Bengaluru,Rejected,Not Applicable,High Risk
LOAN20890,CUST10890,23-07-2024,49,Contract,172600,55000,617,2,10600,12,0.403,10.47,Business,Postgraduate,Mumbai,Approved,No Default,High Risk
LOAN20891,CUST10891,23-05-2023,46,Contract,523700,252000,651,0,153400,60,0.394,10.31,Home,Graduate,Pune,Rejected,Not Applicable,Medium Risk
LOAN20892,CUST10892,04-02-2024,43,Business Owner,369500,50000,644,1,62800,84,0.191,10.6,Education,Graduate,Mumbai,Rejected,Not Applicable,High Risk
LOAN20893,CUST10893,07-04-2023,49,Business Owner,819700,157000,761,1,64500,60,0.12,7.3,Home,Graduate,Kochi,Approved,No Default,Low Risk
LOAN20894,CUST10894,16-02-2023,50,Self-Employed,571000,131000,662,1,66700,48,0.176,9.4,Vehicle,Diploma,Coimbatore,Approved,No Default,Medium Risk
LOAN20895,CUST10895,10-07-2023,52,Salaried,785500,174000,635,2,411100,72,0.562,12.71,Vehicle,Graduate,Chennai Central,Approved,No Default,High Risk
LOAN20896,CUST10896,20-05-2023,44,Contract,383000,50000,612,1,197800,48,0.551,13.01,Personal,Graduate,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20897,CUST10897,06-09-2024,36,Self-Employed,553200,302000,675,2,349900,60,0.754,11.51,Education,Postgraduate,Ahmedabad,Rejected,Not Applicable,High Risk
LOAN20898,CUST10898,19-08-2023,39,Self-Employed,920800,267000,768,2,217500,48,0.315,9.47,Personal,Postgraduate,Chennai Central,Approved,No Default,Low Risk
LOAN20899,CUST10899,27-07-2025,50,Salaried,665900,123000,719,1,275900,48,0.465,9.45,Business,Diploma,Bengaluru,Approved,No Default,Medium Risk
LOAN20900,CUST10900,06-12-2023,30,Salaried,659900,175000,638,2,419400,60,0.692,13.74,Business,Postgraduate,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20901,CUST10901,13-07-2025,42,Salaried,710200,301000,826,1,136800,60,0.284,7.8,Medical,Graduate,Pune,Approved,No Default,Low Risk
LOAN20902,CUST10902,05-05-2024,34,Contract,211900,94000,631,3,64600,36,0.463,11.83,Personal,Diploma,Delhi,Rejected,Not Applicable,High Risk
LOAN20903,CUST10903,18-02-2023,38,Self-Employed,931800,244000,771,1,462500,36,0.591,9.28,Business,Graduate,Kolkata,Rejected,Not Applicable,Medium Risk
LOAN20904,CUST10904,17-06-2025,51,Salaried,760800,103000,686,0,89800,12,0.258,9.3,Education,Postgraduate,Ahmedabad,Approved,No Default,Medium Risk
LOAN20905,CUST10905,15-09-2024,40,Unemployed,126000,50000,603,3,86100,60,0.769,11.46,Home,Postgraduate,Mumbai,Rejected,Not Applicable,High Risk
LOAN20906,CUST10906,28-03-2024,38,Salaried,504300,99000,716,0,271400,36,0.607,10.41,Home,Graduate,Mumbai,Approved,No Default,High Risk
LOAN20907,CUST10907,12-11-2023,24,Salaried,556400,59000,742,0,52500,24,0.151,8.34,Personal,High School,Hyderabad,Rejected,Not Applicable,Medium Risk
LOAN20908,CUST10908,18-11-2023,45,Salaried,531600,132000,731,0,35400,60,0.122,6.97,Medical,Graduate,Bengaluru,Approved,No Default,Medium Risk
LOAN20909,CUST10909,28-03-2023,44,Business Owner,919100,175000,753,1,112000,60,0.162,8.85,Home,Graduate,Bengaluru,Approved,No Default,Low Risk
LOAN20910,CUST10910,12-06-2025,60,Contract,76556,369000,664,0,245600,60,0.368,10.49,Personal,High School,Bengaluru,Approved,Default,Medium Risk
LOAN20911,CUST10911,18-04-2024,35,Salaried,953000,57000,682,1,305200,60,0.333,11.13,Personal,Postgraduate,Chennai Central,Approved,No Default,Medium Risk
LOAN20912,CUST10912,09-10-2023,40,Contract,235900,143000,637,1,60300,72,0.368,10.56,Business,Postgraduate,Bengaluru,Approved,No Default,High Risk
LOAN20913,CUST10913,18-04-2025,40,Salaried,764300,391000,746,1,134800,72,0.267,9.73,Personal,Graduate,Hyderabad,Rejected,Not Applicable,Medium Risk
LOAN20914,CUST10914,02-02-2025,54,Contract,838000,221000,665,3,517200,60,0.675,11.47,Medical,Diploma,Kolkata,Rejected,Not Applicable,High Risk
LOAN20915,CUST10915,15-03-2023,37,Business Owner,942700,272000,766,1,223300,60,0.301,8.47,Vehicle,Graduate,Delhi,Approved,No Default,Low Risk
LOAN20916,CUST10916,28-03-2024,41,Business Owner,1321900,399000,824,0,93900,36,0.177,7.15,Vehicle,Graduate,Kolkata,Approved,No Default,Low Risk
LOAN20917,CUST10917,16-02-2023,44,Salaried,1489600,472000,715,2,354200,84,0.286,9.34,Personal,Graduate,Mumbai,Rejected,Not Applicable,Medium Risk
LOAN20918,CUST10918,10-08-2024,40,Unemployed,335400,50000,548,0,122000,36,0.417,13.15,Vehicle,Graduate,Mumbai,Rejected,Not Applicable,High Risk
LOAN20919,CUST10919,06-04-2023,34,Business Owner,882500,346000,694,1,266800,36,0.447,8.86,Home,Postgraduate,Hyderabad,Approved,No Default,Medium Risk
LOAN20920,CUST10920,26-07-2025,40,Salaried,936400,420000,729,0,174000,48,0.302,9.07,Personal,Graduate,Bengaluru,Approved,No Default,Medium Risk
LOAN20921,CUST10921,31-01-2023,49,Business Owner,839400,476000,668,2,123000,12,0.746,12,Personal,Graduate,Bengaluru,Rejected,Not Applicable,High Risk
LOAN20922,CUST10922,17-06-2024,28,Salaried,573500,189000,751,2,295200,84,0.566,8.26,Personal,Graduate,Kolkata,Rejected,Not Applicable,Medium Risk
LOAN20923,CUST10923,17-01-2023,39,Contract,374100,91000,656,2,234200,60,0.679,12.52,Vehicle,Postgraduate,Kolkata,Approved,No Default,High Risk
LOAN20924,CUST10924,31-07-2023,31,Salaried,1200900,226000,739,1,303400,60,0.293,8.24,Vehicle,Diploma,Chennai Central,Approved,No Default,Medium Risk
LOAN20925,CUST10925,21-10-2024,50,Business Owner,528600,90000,588,0,150000,60,0.32,12.55,Vehicle,Graduate,Bengaluru,Rejected,Not Applicable,High Risk
LOAN20926,CUST10926,23-08-2023,23,Self-Employed,1352100,299000,669,0,569600,48,0.479,11.04,Home,Postgraduate,Mumbai,Approved,No Default,Medium Risk
LOAN20927,CUST10927,27-01-2024,32,Salaried,720800,209000,706,1,328000,12,0.765,10.99,Personal,Graduate,Bengaluru,Rejected,Not Applicable,High Risk
LOAN20928,CUST10928,20-12-2023,42,Salaried,289700,105000,532,2,75100,60,0.337,13.68,Home,Postgraduate,Mumbai,Approved,No Default,High Risk
LOAN20929,CUST10929,01-11-2023,54,Salaried,676400,84000,742,1,401100,60,0.621,11.56,Home,Graduate,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20930,CUST10930,21-08-2024,37,Salaried,206900,50000,633,2,45500,48,0.284,10.87,Personal,Graduate,Mumbai,Rejected,Not Applicable,High Risk
LOAN20931,CUST10931,03-07-2024,32,Salaried,765600,305000,850,0,233600,60,0.393,8.47,Home,Postgraduate,Hyderabad,Approved,No Default,Low Risk
LOAN20932,CUST10932,18-07-2024,57,Self-Employed,991100,411000,834,3,443800,36,0.598,8.34,Medical,Diploma,Hyderabad,Approved,No Default,Medium Risk
LOAN20933,CUST10933,23-06-2024,24,Salaried,426700,149000,653,1,233300,36,0.667,12.78,Vehicle,Graduate,Chennai Central,Approved,Default,High Risk
LOAN20934,CUST10934,11-08-2024,21,Salaried,601600,876490,673,0,345800,36,0.714,11.55,Medical,Postgraduate,Mumbai,Rejected,Not Applicable,High Risk
LOAN20935,CUST10935,13-07-2025,42,Business Owner,2000500,692000,850,2,179800,36,0.209,8.1,Home,Postgraduate,Kolkata,Approved,No Default,Low Risk
LOAN20936,CUST10936,23-05-2024,33,Salaried,444800,132000,758,1,79800,72,0.235,9.26,Personal,High School,Hyderabad,Approved,No Default,Low Risk
LOAN20937,CUST10937,12-12-2024,28,Contract,266400,135000,532,1,122500,60,0.572,14.19,Vehicle,Graduate,Ahmedabad,Rejected,Not Applicable,High Risk
LOAN20938,CUST10938,30-01-2024,45,Contract,901700,283000,585,1,211700,36,0.345,9.92,Business,Graduate,Ahmedabad,Rejected,Not Applicable,High Risk
LOAN20939,CUST10939,06-03-2024,40,Self-Employed,1662300,840000,737,1,791900,60,0.583,10.52,Vehicle,Diploma,Kolkata,Rejected,Not Applicable,Medium Risk
LOAN20940,CUST10940,15-11-2024,32,Self-Employed,649200,251000,706,1,341900,60,0.609,9.84,Education,Graduate,Kochi,Rejected,Not Applicable,High Risk
LOAN20941,CUST10941,24-02-2025,25,Contract,719500,320000,693,4,374800,36,0.678,11.62,Business,Graduate,Pune,Rejected,Not Applicable,High Risk
LOAN20942,CUST10942,15-07-2024,47,Salaried,1079500,347000,784,2,704900,36,0.767,11.08,Vehicle,Graduate,Ahmedabad,Approved,No Default,High Risk
LOAN20943,CUST10943,06-05-2025,45,Salaried,397000,59000,594,1,64400,84,0.185,11.7,Home,Diploma,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20944,CUST10944,26-06-2023,37,Salaried,449200,87000,537,1,229200,60,0.552,14.33,Vehicle,Graduate,Mumbai,Rejected,Not Applicable,High Risk
LOAN20945,CUST10945,10-02-2024,56,Business Owner,1413700,423000,800,2,684400,84,0.529,8.52,Personal,Diploma,Kolkata,Approved,No Default,Medium Risk
LOAN20946,CUST10946,28-10-2023,27,Salaried,1273000,553000,698,1,345000,36,0.431,9.04,Education,Graduate,Coimbatore,Approved,No Default,Medium Risk
LOAN20947,CUST10947,20-03-2024,23,Self-Employed,849000,450000,582,0,430700,60,0.624,12.5,Vehicle,Graduate,Kolkata,Rejected,Not Applicable,High Risk
LOAN20948,CUST10948,08-01-2025,31,Unemployed,134500,50000,582,0,31400,36,0.366,11.83,Home,Graduate,Kochi,Rejected,Not Applicable,High Risk
LOAN20949,CUST10949,07-05-2023,38,Contract,1149300,362000,751,1,598800,36,0.637,10.12,Personal,Graduate,Ahmedabad,Approved,No Default,High Risk
LOAN20950,CUST10950,15-12-2023,40,Self-Employed,502200,115000,653,2,156600,60,0.36,11.8,Personal,Postgraduate,Coimbatore,Rejected,Not Applicable,Medium Risk
LOAN20951,CUST10951,21-01-2023,36,Salaried,482700,159000,643,0,91700,36,0.303,11.32,Vehicle,Postgraduate,Coimbatore,Rejected,Not Applicable,High Risk
LOAN20952,CUST10952,11-12-2024,42,Contract,521900,97000,638,1,260300,36,0.566,13.66,Vehicle,Graduate,Delhi,Rejected,Not Applicable,High Risk
LOAN20953,CUST10953,01-12-2024,25,Self-Employed,1366300,75670,723,0,582200,36,0.5,9.28,Home,Graduate,Kolkata,Approved,No Default,Medium Risk
LOAN20954,CUST10954,23-04-2025,52,Salaried,854300,128000,630,0,153700,12,0.342,12.06,Education,Postgraduate,Kochi,Rejected,Not Applicable,High Risk
LOAN20955,CUST10955,24-02-2024,37,Salaried,691900,102000,649,2,20300,60,0.062,10.37,Home,Diploma,Ahmedabad,Approved,No Default,High Risk
LOAN20956,CUST10956,01-06-2023,49,Contract,553100,148000,678,0,180000,48,0.4,10.4,Vehicle,Postgraduate,Pune,Rejected,Not Applicable,Medium Risk
LOAN20957,CUST10957,09-06-2023,41,Self-Employed,661700,50000,693,3,247800,24,0.416,9.52,Vehicle,Diploma,Hyderabad,Approved,No Default,Medium Risk
LOAN20958,CUST10958,08-05-2025,43,Business Owner,1023600,505000,724,3,615700,36,0.782,10.7,Medical,Graduate,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20959,CUST10959,24-04-2024,44,Contract,131500,50000,554,1,99200,24,0.952,14.4,Home,Diploma,Kolkata,Rejected,Not Applicable,High Risk
LOAN20960,CUST10960,18-03-2024,42,Self-Employed,562000,201000,656,0,194000,60,0.42,12.34,Personal,Graduate,Delhi,Rejected,Not Applicable,Medium Risk
LOAN20961,CUST10961,06-04-2023,44,Self-Employed,727600,156000,562,1,362300,24,0.615,14.11,Vehicle,Graduate,Hyderabad,Rejected,Not Applicable,High Risk
LOAN20962,CUST10962,18-12-2023,51,Salaried,326300,89000,663,1,88500,60,0.33,11.18,Vehicle,Diploma,Bengaluru,Approved,No Default,Medium Risk
LOAN20963,CUST10963,12-09-2025,40,Salaried,682500,183000,766,3,304200,12,0.733,10.31,Business,High School,Kochi,Approved,No Default,High Risk
LOAN20964,CUST10964,16-03-2023,45,Salaried,514000,113000,590,1,67400,36,0.209,11.13,Education,Postgraduate,Kochi,Rejected,Not Applicable,High Risk
LOAN20965,CUST10965,27-05-2025,37,Business Owner,1818500,912000,759,0,500700,72,0.366,9.17,Home,Graduate,Kochi,Approved,No Default,Low Risk
LOAN20966,CUST10966,16-08-2024,52,Self-Employed,1378800,199000,762,2,601800,60,0.467,9.33,Personal,Graduate,Pune,Approved,No Default,Medium Risk
LOAN20967,CUST10967,01-10-2024,31,Contract,354100,208000,699,0,25300,24,0.391,10,Vehicle,Graduate,Mumbai,Approved,No Default,Medium Risk
LOAN20968,CUST10968,25-12-2023,56,Salaried,527400,260000,648,0,247400,60,0.572,12.02,Home,Diploma,Hyderabad,Approved,No Default,High Risk
LOAN20969,CUST10969,13-05-2023,38,Self-Employed,625400,308000,634,1,368100,48,0.716,11.7,Education,Graduate,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20970,CUST10970,04-02-2024,24,Self-Employed,521700,111000,553,0,152600,72,0.33,12.68,Education,Diploma,Kochi,Rejected,Not Applicable,High Risk
LOAN20971,CUST10971,19-05-2023,39,Self-Employed,711600,292000,686,1,244400,60,0.43,10.38,Personal,Graduate,Chennai Central,Approved,No Default,Medium Risk
LOAN20972,CUST10972,03-09-2023,31,Business Owner,544100,159000,781,0,260800,60,0.544,8.65,Home,Diploma,Pune,Approved,No Default,Medium Risk
LOAN20973,CUST10973,18-10-2023,46,Salaried,329500,172000,668,0,71800,84,0.295,10.77,Vehicle,High School,Delhi,Approved,No Default,Medium Risk
LOAN20974,CUST10974,22-04-2023,31,Self-Employed,873700,79000,694,3,201800,36,0.262,11.09,Vehicle,Graduate,Delhi,Rejected,Not Applicable,Medium Risk
LOAN20975,CUST10975,15-12-2024,34,Salaried,767000,50000,713,0,151800,60,0.212,10.14,Vehicle,Graduate,Kolkata,Rejected,Not Applicable,Medium Risk
LOAN20976,CUST10976,19-06-2023,21,Salaried,385400,130000,658,1,170900,48,0.534,11.17,Medical,Diploma,Chennai Central,Approved,No Default,Medium Risk
LOAN20977,CUST10977,21-08-2024,33,Self-Employed,995900,369000,663,2,378800,12,0.764,12.75,Home,Graduate,Kochi,Rejected,Not Applicable,High Risk
LOAN20978,CUST10978,22-09-2024,21,Self-Employed,478500,315000,703,2,110200,12,0.909,12.76,Medical,Postgraduate,Chennai Central,Approved,No Default,High Risk
LOAN20979,CUST10979,01-09-2024,22,Unemployed,231700,50000,596,1,64700,24,0.4,12.07,Personal,Postgraduate,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20980,CUST10980,28-08-2023,46,Self-Employed,960700,513000,705,1,570900,60,0.711,11.23,Business,Graduate,Mumbai,Rejected,Not Applicable,High Risk
LOAN20981,CUST10981,03-12-2023,46,Business Owner,770500,280000,637,3,377600,60,0.567,12.18,Vehicle,Diploma,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20982,CUST10982,18-05-2023,42,Self-Employed,806100,214000,761,1,526400,60,0.71,12.25,Vehicle,Graduate,Kochi,Rejected,Not Applicable,High Risk
LOAN20983,CUST10983,16-08-2024,28,Self-Employed,505700,65000,697,1,246600,12,0.623,11.25,Business,High School,Delhi,Approved,No Default,High Risk
LOAN20984,CUST10984,24-08-2023,38,Salaried,516000,130000,641,0,344200,48,0.734,11.48,Business,Graduate,Chennai Central,Approved,No Default,High Risk
LOAN20985,CUST10985,09-10-2024,38,Salaried,513700,96000,726,0,64600,72,0.16,7.83,Education,Postgraduate,Chennai Central,Rejected,Not Applicable,Medium Risk
LOAN20986,CUST10986,04-03-2025,26,Salaried,396200,162000,632,1,211300,36,0.685,12.33,Home,Graduate,Pune,Rejected,Not Applicable,High Risk
LOAN20987,CUST10987,03-01-2023,53,Salaried,520900,212000,629,1,0,60,0.085,9.12,Vehicle,Graduate,Kochi,Approved,No Default,High Risk
LOAN20988,CUST10988,24-07-2024,47,Salaried,269600,161000,606,1,127100,60,0.603,12.5,Business,Graduate,Mumbai,Rejected,Not Applicable,High Risk
LOAN20989,CUST10989,26-04-2023,36,Salaried,447900,93000,567,2,153300,60,0.385,14.22,Vehicle,Postgraduate,Delhi,Rejected,Not Applicable,High Risk
LOAN20990,CUST10990,16-04-2024,38,Salaried,494500,153000,695,1,169500,60,0.408,9.81,Personal,Postgraduate,Kochi,Rejected,Not Applicable,Medium Risk
LOAN20991,CUST10991,11-05-2023,40,Unemployed,181500,132000,478,1,63900,72,0.477,13.54,Personal,Diploma,Pune,Rejected,Not Applicable,High Risk
LOAN20992,CUST10992,22-07-2025,21,Salaried,504900,53000,602,2,269000,36,0.569,12.37,Personal,Graduate,Bengaluru,Rejected,Not Applicable,High Risk
LOAN20993,CUST10993,16-06-2025,36,Self-Employed,629100,135000,558,2,60400,72,0.136,11.52,Personal,Postgraduate,Pune,Approved,No Default,High Risk
LOAN20994,CUST10994,27-04-2024,31,Salaried,713700,513000,685,0,305100,36,0.684,10.72,Vehicle,Postgraduate,Pune,Rejected,Not Applicable,High Risk
LOAN20995,CUST10995,05-02-2024,28,Self-Employed,986000,362000,698,0,271400,36,0.402,9.15,Medical,Graduate,Coimbatore,Approved,No Default,Medium Risk
LOAN20996,CUST10996,20-07-2023,35,Salaried,415100,50000,643,1,100400,12,0.376,12.12,Personal,Graduate,Pune,Approved,No Default,High Risk
LOAN20997,CUST10997,19-10-2023,56,Self-Employed,318200,72000,595,0,160000,60,0.553,13,Personal,Graduate,Kolkata,Rejected,Not Applicable,High Risk
LOAN20998,CUST10998,08-12-2023,44,Self-Employed,393000,180000,585,0,123800,48,0.441,11.95,Vehicle,Graduate,Bengaluru,Rejected,Not Applicable,High Risk
LOAN20999,CUST10999,17-09-2025,32,Salaried,448800,70000,690,1,275100,36,0.671,10.44,Personal,Graduate,Kolkata,Approved,No Default,High Risk
LOAN21000,CUST11000,01-09-2024,44,Salaried,478900,295000,637,0,84900,36,0.393,10.79,Education,Postgraduate,Delhi,Rejected,Not Applicable,High Risk
